Gender,Age,Suspect-ethnicity,Officer-ethnicity,Object of search,Outcome
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,,White - Any other White ethnic background (W9),White,Article for use in theft,Nothing found - no further action
Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Suspect arrested
Male,18-24,Not Stated (NS),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,18-24,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,Black or Black British - Caribbean (B1),Black,Controlled drugs,Nothing found - no further action
Male,over 34,Asian or Asian British - Indian (A1),Asian,Offensive weapons,Nothing found - no further action
Female,over 34,Not Stated (NS),White,Stolen goods,Nothing found - no further action
Male,18-24,White - Any other White ethnic background (W9),White,Stolen goods,Nothing found - no further action
Female,10-17,Not Stated (NS),White,Stolen goods,Nothing found - no further action
Female,18-24,White - Any other White ethnic background (W9),White,Stolen goods,Nothing found - no further action
Male,10-17,,Asian,Offensive weapons,Nothing found - no further action
Male,10-17,Asian or Asian British - Pakistani (A2),Asian,Offensive weapons,Nothing found - no further action
Male,10-17,Asian or Asian British - Pakistani (A2),Asian,Offensive weapons,Nothing found - no further action
Female,25-34,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,,Black,Controlled drugs,Suspect arrested
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Female,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Female,over 34,White - White British (W1),White,Offensive weapons,Suspect arrested
Male,10-17,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,10-17,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,10-17,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,25-34,White - White British (W1),White,Stolen goods,Suspect arrested
Male,25-34,,White,Article for use in theft,Nothing found - no further action
Male,25-34,White - Any other White ethnic background (W9),White,Article for use in theft,Nothing found - no further action
Male,18-24,White - White British (W1),White,Stolen goods,Article found - Detailed outcome unavailable
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Stolen goods,Suspect arrested
Male,over 34,White - White British (W1),White,Stolen goods,Suspect arrested
Male,25-34,Not Stated (NS),White,Offensive weapons,Nothing found - no further action
Male,25-34,White - Any other White ethnic background (W9),White,Article for use in theft,Nothing found - no further action
Male,25-34,White - Any other White ethnic background (W9),White,Stolen goods,Nothing found - no further action
Male,25-34,Mixed - White and Black Caribbean (M1),White,Controlled drugs,Nothing found - no further action
Male,over 34,Not Stated (NS),White,Firearms,Suspect arrested
Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Nothing found - no further action
Male,25-34,,White,Controlled drugs,Nothing found - no further action
Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Stolen goods,Nothing found - no further action
Female,10-17,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,18-24,White - White Irish (W2),White,Controlled drugs,Offender given drugs possession warning
Male,25-34,,White,Controlled drugs,Offender given drugs possession warning
Male,25-34,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Suspect arrested
Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Suspect arrested
Female,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),Black,Controlled drugs,Nothing found - no further action
,,,,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Stolen goods,Suspect arrested
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Firearms,Article found - Detailed outcome unavailable
Male,25-34,White - White British (W1),White,Stolen goods,Local resolution
Male,18-24,White - White British (W1),White,Firearms,Suspect arrested
Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Female,18-24,White - White British (W1),White,Stolen goods,Offender given penalty notice
Male,10-17,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,18-24,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Female,10-17,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,10-17,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,10-17,White - Any other White ethnic background (W9),White,Controlled drugs,Nothing found - no further action
Male,25-34,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,over 34,Black or Black British - Caribbean (B1),Black,Controlled drugs,Suspect arrested
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Offender given penalty notice
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,Asian or Asian British - Any other Asian ethnic background (A9),Black,Controlled drugs,Nothing found - no further action
Male,10-17,Asian or Asian British - Any other Asian ethnic background (A9),Black,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Stolen goods,Article found - Detailed outcome unavailable
Male,over 34,White - White British (W1),White,Stolen goods,Article found - Detailed outcome unavailable
Female,25-34,White - White British (W1),White,Controlled drugs,Offender cautioned
Male,over 34,Black or Black British - Caribbean (B1),Black,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Offender cautioned
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Offensive weapons,Nothing found - no further action
Male,18-24,White - White British (W1),White,Stolen goods,Nothing found - no further action
